年,年,凭证号,分录号,摘要,科目编码,科目名称,辅助项,币种, 借方 ,贷方
10,31,记账-0350,15,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：明阳及其他电力相关项目】,人民币, 1.40 ,
10,31,记账-0350,16,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：上海华模模拟器及分系统项目】,人民币, 13.80 ,
10,31,记账-0350,17,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：九院无人机模拟交互系统】,人民币, 3.35 ,
10,31,记账-0350,18,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：29所大数据治理与分析平台】,人民币, 5.39 ,
10,31,记账-0350,19,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：装配式结构数据建模及加工处理】,人民币, 2.00 ,
10,31,记账-0350,20,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：空海商务部】【软件项目辅助核算：模拟机分系统采购】,人民币, 8.08 ,
10,31,记账-0350,21,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：空海商务部】【软件项目辅助核算：H航大商务市场】,人民币, 13.47 ,
10,31,记账-0350,22,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：空海商务部】【软件项目辅助核算：H工大商务市场】,人民币, 21.55 ,
10,31,记账-0350,23,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：空海商务部】【软件项目辅助核算：彩虹-4侦打一体化无人机模拟训练平台】,人民币, 16.16 ,
10,31,记账-0350,24,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：空海商务部】【软件项目辅助核算：HJ航母编队复杂海况下作战效能评估】,人民币, 21.55 ,
10,31,记账-0350,25,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：电子监测仪】,人民币, 14.82 ,
10,31,记账-0350,26,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：山地高原伴随桥训练模拟器】,人民币, 1.40 ,
10,31,记账-0350,27,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：抛撒布雷车】,人民币, 5.39 ,
10,31,记账-0350,28,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：战场伪装规划与辅助决策系统】,人民币, 1.40 ,
10,31,记账-0350,29,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：装技所体系评估】,人民币, 5.39 ,
10,31,记账-0350,30,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：陆工大体系评估】,人民币, 5.39 ,
10,31,记账-0350,31,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：装工院体系评估】,人民币, 5.39 ,
10,31,记账-0350,32,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：无锡一所体系评估】,人民币, 2.80 ,
10,31,记账-0350,33,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：无锡一所仿真实验室建设】,人民币, 2.80 ,
10,31,记账-0350,34,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：28所数据分析】,人民币, 5.39 ,
10,31,记账-0350,35,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：32基地数据分析】,人民币, 22.40 ,
10,31,记账-0350,36,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：南炮训练中心建设】,人民币, 93.20 ,
10,31,记账-0350,37,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：310所体系评估】,人民币, 2.69 ,
10,31,记账-0350,38,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：706所体系评估】,人民币, 2.69 ,
10,31,记账-0350,39,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：航天七院体系评估】,人民币, 1.35 ,
10,31,记账-0350,40,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：723所体系评估】,人民币, 5.39 ,
10,31,记账-0350,41,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：高P体系贡献率评估-陆工大】,人民币, 5.39 ,
10,31,记账-0350,42,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：多功能车全液晶显示与操作控制系统KP（研制）】,人民币, 6.06 ,
10,31,记账-0350,43,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：多功能车全液晶显示与操作控制系统QT（研制）】,人民币, 6.06 ,
10,31,记账-0350,44,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：713仿真理论培训平台】,人民币, 9.43 ,
10,31,记账-0350,45,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：对抗训练系统】,人民币, 21.55 ,
10,31,记账-0350,46,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：某型装备战术理论培训课件】,人民币, 2.69 ,
10,31,记账-0350,47,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：装备推演论证项目】,人民币, 2.69 ,
10,31,记账-0350,48,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：装配式结构数据建模及加工处理】,人民币, 40.00 ,
10,31,记账-0350,73,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：空降兵特种作战增强现实头盔】,人民币, 2.00 ,
10,31,记账-0350,74,计提10月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：电科27所试验数据服务系统】,人民币, 6.00 ,
10,31,记账-0355,19,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：科室专用】,人民币,,"11,188.65"
10,31,记账-0355,20,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：电子监测仪】,人民币,,"19,877.10"
10,31,记账-0355,21,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：山地高原伴随桥训练模拟器】,人民币,,763.99
10,31,记账-0355,22,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：抛撒布雷车】,人民币,,"3,627.26"
10,31,记账-0355,23,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：战场伪装规划与辅助决策系统】,人民币,,763.99
10,31,记账-0355,24,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：空降兵特种作战增强现实头盔】,人民币,,"2,311.50"
10,31,记账-0355,25,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：民用飞机改医疗飞机】,人民币,,"4,623.00"
10,31,记账-0355,26,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：交互式使用维护操作支持模块】,人民币,,"9,246.00"
10,31,记账-0355,27,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：南炮训练中心建设】,人民币,,"32,988.39"
10,31,记账-0355,28,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：32基地数据分析】,人民币,,"11,268.92"
10,31,记账-0355,29,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：28所数据分析】,人民币,,"3,445.60"
10,31,记账-0355,30,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：无锡一所仿真实验室建设】,人民币,,"1,527.97"
10,31,记账-0355,31,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：装备推演论证项目】,人民币,,"1,344.09"
10,31,记账-0355,32,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：kj体系贡献率评估项目】,人民币,,"2,311.50"
10,31,记账-0355,33,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：面向体系论证评估的机器学习应用关键技术研究】,人民币,,"2,311.50"
10,31,记账-0355,34,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：内蒙国防教育基地】,人民币,,"1,849.20"
10,31,记账-0355,35,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：装技所体系评估】,人民币,,"3,627.26"
10,31,记账-0355,36,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：陆工大体系评估】,人民币,,"3,627.26"
10,31,记账-0355,37,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：装工院体系评估】,人民币,,"3,627.26"
10,31,记账-0355,38,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：无锡一所体系评估】,人民币,,"1,527.97"
10,31,记账-0355,39,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：310所体系评估】,人民币,,"1,722.80"
10,31,记账-0355,40,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：706所体系评估】,人民币,,"1,722.80"
10,31,记账-0355,41,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：航天七院体系评估】,人民币,,861.40
10,31,记账-0355,42,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：723所体系评估】,人民币,,"3,445.60"
10,31,记账-0355,43,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：高P体系贡献率评估-陆工大】,人民币,,"3,627.24"
10,31,记账-0355,44,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：陆工大模训中心建设】,人民币,,"4,623.00"
10,31,记账-0355,45,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：装配式结构数据建模及加工处理】,人民币,,"30,150.00"
10,31,记账-0355,46,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：多功能车全液晶显示与操作控制系统KP（研制）】,人民币,,"3,844.76"
10,31,记账-0355,47,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：多功能车全液晶显示与操作控制系统QT（研制）】,人民币,,"3,844.76"
10,31,记账-0355,48,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：713仿真理论培训平台】,人民币,,"6,029.80"
10,31,记账-0355,49,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：对抗训练系统】,人民币,,"10,752.74"
10,31,记账-0355,50,结转成本费用,660101,660101\销售费用\工资,【部门档案：营销中心】【软件项目辅助核算：某型装备战术理论培训课件】,人民币,,"1,344.09"
10,31,记账-0355,51,结转成本费用,660101,660101\销售费用\工资,【部门档案：培训销售部】【软件项目辅助核算：空降兵特种作战增强现实头盔】,人民币,,"1,757.50"
10,31,记账-0355,52,结转成本费用,660101,660101\销售费用\工资,【部门档案：培训销售部】【软件项目辅助核算：障碍物智能评估系统】,人民币,,"1,915.00"
10,31,记账-0355,53,结转成本费用,660101,660101\销售费用\工资,【部门档案：培训销售部】【软件项目辅助核算：上海华模模拟器及分系统项目】,人民币,,"10,217.50"
10,31,记账-0355,54,结转成本费用,660101,660101\销售费用\工资,【部门档案：培训销售部】【软件项目辅助核算：九院无人机模拟交互系统】,人民币,,"2,515.00"
10,31,记账-0355,55,结转成本费用,660101,660101\销售费用\工资,【部门档案：培训销售部】【软件项目辅助核算：成都航空性能平台项目】,人民币,,"1,915.00"
10,31,记账-0355,56,结转成本费用,660101,660101\销售费用\工资,【部门档案：培训销售部】【软件项目辅助核算：明阳及其他电力相关项目】,人民币,,957.50
10,31,记账-0355,57,结转成本费用,660101,660101\销售费用\工资,【部门档案：培训销售部】【软件项目辅助核算：29所大数据治理与分析平台】,人民币,,"3,030.00"
10,31,记账-0355,58,结转成本费用,660101,660101\销售费用\工资,【部门档案：培训销售部】【软件项目辅助核算：电科27所大Y结果可视化】,人民币,,"1,515.00"
10,31,记账-0355,59,结转成本费用,660101,660101\销售费用\工资,【部门档案：培训销售部】【软件项目辅助核算：电科27所试验大数据挖掘分析平台】,人民币,,757.50
10,31,记账-0355,60,结转成本费用,660101,660101\销售费用\工资,【部门档案：培训销售部】【软件项目辅助核算：电科27所试验数据服务系统】,人民币,,"5,272.50"
10,31,记账-0355,61,结转成本费用,660101,660101\销售费用\工资,【部门档案：培训销售部】【软件项目辅助核算：陆军特战学院无人侦察机模拟训练项目】,人民币,,"6,787.50"
10,31,记账-0355,62,结转成本费用,660101,660101\销售费用\工资,【部门档案：培训销售部】【软件项目辅助核算：成飞611所培训一体化平台】,人民币,,"5,030.00"
10,31,记账-0355,63,结转成本费用,660101,660101\销售费用\工资,【部门档案：培训销售部】【软件项目辅助核算：大电力板块（包含风电+输电体系）】,人民币,,"4,472.50"
10,31,记账-0355,64,结转成本费用,660101,660101\销售费用\工资,【部门档案：培训销售部】【软件项目辅助核算：基于安卓的训练终端APP开发】,人民币,,"1,515.00"
10,31,记账-0355,65,结转成本费用,660101,660101\销售费用\工资,【部门档案：培训销售部】【软件项目辅助核算：吉祥航空性能平台项目】,人民币,,"5,587.50"
10,31,记账-0355,66,结转成本费用,660101,660101\销售费用\工资,【部门档案：培训销售部】【软件项目辅助核算：某飞行模拟软件】,人民币,,"2,515.00"
10,31,记账-0355,67,结转成本费用,660101,660101\销售费用\工资,【部门档案：培训销售部】【软件项目辅助核算：商飞相关项目】,人民币,,"4,630.00"
10,31,记账-0355,68,结转成本费用,660101,660101\销售费用\工资,【部门档案：培训销售部】【软件项目辅助核算：训练综合管理系统】,人民币,,"4,030.00"
10,31,记账-0355,69,结转成本费用,660101,660101\销售费用\工资,【部门档案：培训销售部】【软件项目辅助核算：智慧学习平台】,人民币,,"3,272.50"
10,31,记账-0355,70,结转成本费用,660101,660101\销售费用\工资,【部门档案：培训销售部】【软件项目辅助核算：装配式结构数据建模及加工处理】,人民币,,"1,757.50"
10,31,记账-0355,71,结转成本费用,660101,660101\销售费用\工资,【部门档案：空海商务部】【软件项目辅助核算：H航大商务市场】,人民币,,"3,075.00"
10,31,记账-0355,72,结转成本费用,660101,660101\销售费用\工资,【部门档案：空海商务部】【软件项目辅助核算：H工大商务市场】,人民币,,"4,867.50"
10,31,记账-0355,73,结转成本费用,660101,660101\销售费用\工资,【部门档案：空海商务部】【软件项目辅助核算：彩虹-4侦打一体化无人机模拟训练平台】,人民币,,"3,645.00"
10,31,记账-0355,74,结转成本费用,660101,660101\销售费用\工资,【部门档案：空海商务部】【软件项目辅助核算：HJ航母编队复杂海况下作战效能评估】,人民币,,"4,867.50"
10,31,记账-0355,75,结转成本费用,660101,660101\销售费用\工资,【部门档案：空海商务部】【软件项目辅助核算：模拟机分系统采购】,人民币,,"1,845.00"
10,31,记账-0355,76,结转成本费用,660101,660101\销售费用\工资,【部门档案：技术解决部】【软件项目辅助核算：JJ9飞行训练模拟器】,人民币,,"20,150.00"
10,31,记账-0355,77,结转成本费用,660102,660102\销售费用\福利费,【部门档案：营销中心】【软件项目辅助核算：北京项目公摊】,人民币,,"3,000.00"
10,31,记账-0355,78,结转成本费用,660102,660102\销售费用\福利费,【部门档案：培训事业中心】【软件项目辅助核算：民航项目公摊】,人民币,,"1,166.50"
10,31,记账-0355,79,结转成本费用,660102,660102\销售费用\福利费,【部门档案：培训销售部】【软件项目辅助核算：障碍物智能评估系统】,人民币,,"2,000.00"
10,31,记账-0355,80,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：科室专用】,人民币,,578.88
10,31,记账-0355,81,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：电子监测仪】,人民币,,166.72
10,31,记账-0355,82,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：山地高原伴随桥训练模拟器】,人民币,,15.75
10,31,记账-0355,83,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：抛撒布雷车】,人民币,,189.87
10,31,记账-0355,84,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：战场伪装规划与辅助决策系统】,人民币,,15.75
10,31,记账-0355,85,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：南炮训练中心建设】,人民币,,"1,048.50"
10,31,记账-0355,86,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：32基地数据分析】,人民币,,252.00
10,31,记账-0355,87,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：28所数据分析】,人民币,,60.62
10,31,记账-0355,88,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：无锡一所仿真实验室建设】,人民币,,31.50
10,31,记账-0355,89,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：装备推演论证项目】,人民币,,30.31
10,31,记账-0355,90,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：装技所体系评估】,人民币,,189.87
10,31,记账-0355,91,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：陆工大体系评估】,人民币,,189.87
10,31,记账-0355,92,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：装工院体系评估】,人民币,,189.87
10,31,记账-0355,93,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：无锡一所体系评估】,人民币,,31.50
10,31,记账-0355,94,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：310所体系评估】,人民币,,30.31
10,31,记账-0355,95,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：706所体系评估】,人民币,,30.31
10,31,记账-0355,96,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：航天七院体系评估】,人民币,,15.16
10,31,记账-0355,97,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：723所体系评估】,人民币,,60.62
10,31,记账-0355,98,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：高P体系贡献率评估-陆工大】,人民币,,189.87
10,31,记账-0355,99,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：装配式结构数据建模及加工处理】,人民币,,450.00
10,31,记账-0355,100,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：多功能车全液晶显示与操作控制系统KP（研制）】,人民币,,68.20
10,31,记账-0355,101,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：多功能车全液晶显示与操作控制系统QT（研制）】,人民币,,68.20
10,31,记账-0355,102,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：713仿真理论培训平台】,人民币,,106.09
10,31,记账-0355,103,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：对抗训练系统】,人民币,,242.50
10,31,记账-0355,104,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：某型装备战术理论培训课件】,人民币,,30.31
10,31,记账-0355,105,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：空降兵特种作战增强现实头盔】,人民币,,22.50
10,31,记账-0355,106,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：障碍物智能评估系统】,人民币,,31.50
10,31,记账-0355,107,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：上海华模模拟器及分系统项目】,人民币,,155.25
10,31,记账-0355,108,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：九院无人机模拟交互系统】,人民币,,37.66
10,31,记账-0355,109,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：成都航空性能平台项目】,人民币,,31.50
10,31,记账-0355,110,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：明阳及其他电力相关项目】,人民币,,15.75
10,31,记账-0355,111,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：29所大数据治理与分析平台】,人民币,,60.62
10,31,记账-0355,112,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：电科27所大Y结果可视化】,人民币,,30.31
10,31,记账-0355,113,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：电科27所试验大数据挖掘分析平台】,人民币,,15.16
10,31,记账-0355,114,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：电科27所试验数据服务系统】,人民币,,67.50
10,31,记账-0355,115,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：陆军特战学院无人侦察机模拟训练项目】,人民币,,97.81
10,31,记账-0355,116,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：成飞611所培训一体化平台】,人民币,,75.31
10,31,记账-0355,117,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：大电力板块（包含风电+输电体系）】,人民币,,60.75
10,31,记账-0355,118,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：基于安卓的训练终端APP开发】,人民币,,30.31
10,31,记账-0355,119,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：吉祥航空性能平台项目】,人民币,,85.50
10,31,记账-0355,120,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：某飞行模拟软件】,人民币,,37.66
10,31,记账-0355,121,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：商飞相关项目】,人民币,,69.75
10,31,记账-0355,122,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：训练综合管理系统】,人民币,,67.97
10,31,记账-0355,123,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：智慧学习平台】,人民币,,52.81
10,31,记账-0355,124,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：装配式结构数据建模及加工处理】,人民币,,22.50
10,31,记账-0355,125,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：空海商务部】【软件项目辅助核算：H航大商务市场】,人民币,,151.56
10,31,记账-0355,126,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：空海商务部】【软件项目辅助核算：H工大商务市场】,人民币,,242.50
10,31,记账-0355,127,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：空海商务部】【软件项目辅助核算：彩虹-4侦打一体化无人机模拟训练平台】,人民币,,181.87
10,31,记账-0355,128,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：空海商务部】【软件项目辅助核算：HJ航母编队复杂海况下作战效能评估】,人民币,,242.50
10,31,记账-0355,129,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：空海商务部】【软件项目辅助核算：模拟机分系统采购】,人民币,,90.94
10,31,记账-0355,130,结转成本费用,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：技术解决部】【软件项目辅助核算：JJ9飞行训练模拟器】,人民币,,360.00
10,31,记账-0355,131,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：电子监测仪】,人民币,,14.82
10,31,记账-0355,132,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：山地高原伴随桥训练模拟器】,人民币,,1.40
10,31,记账-0355,133,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：抛撒布雷车】,人民币,,5.39
10,31,记账-0355,134,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：战场伪装规划与辅助决策系统】,人民币,,1.40
10,31,记账-0355,135,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：南炮训练中心建设】,人民币,,93.20
10,31,记账-0355,136,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：32基地数据分析】,人民币,,22.40
10,31,记账-0355,137,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：28所数据分析】,人民币,,5.39
10,31,记账-0355,138,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：无锡一所仿真实验室建设】,人民币,,2.80
10,31,记账-0355,139,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：装备推演论证项目】,人民币,,2.69
10,31,记账-0355,140,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：装技所体系评估】,人民币,,5.39
